GENDER	POVRTY	RACE	KINDER1	FMOTOR	GMOTOR	SCONTROL	INTERP	EXTERN	INTERN	GENERAL	MATH7	MOM_ED
1	2	1	1	6	5	3.5	3.6	1.2	1.25	17	1.85	9
2	2	1	1	8	8	3.25	3	1.2	1.25	31	1.87	9
1	2	1	1	6	1	3	3	1.6	1.25	28	1.52	3
2	2	1	1	9	6	3.25	3.2	1	1.25	32	2.06	5
1	2	1	1	8	6	2.75	3	1.4	1.25	36	2.12	8
1	2	1	1	8	8	3.5	3.8	1.8	1.25	21	2.28	5
2	2	4	1	8	6	4	4	1.2	1.25	25	1.03	5
2	2	2	1	3	8	3	3	1.8	1.25	19	0.98	3
2	2	2	1	8	7	2.75	2.6	2	1.25	14	1.28	6
2	2	2	1	8	8	2.5	2.6	1.6	1.25	11	0.95	3
1	2	1	1	7	6	3.25	3.6	1.2	1.25	29	2.41	5
1	2	2	1	6	8	2.5	2.2	1.8	1.25	23	1.19	4
2	2	4	1	7	8	3.25	4	1.4	1.5	30	1.65	6
1	2	4	1	7	6	3.75	3.8	1	1.25	14	2.55	6
2	2	2	1	3	7	3	4	2.4	1.5	33	1.87	8
2	2	1	1	7	8	2.75	3	2	1.25	28	1.37	6
1	2	1	1	6	5	3	3	1.2	2.25	23	2.02	6
2	2	1	1	4	6	3.5	2.6	1.8	1.5	22	1.23	3
1	2	1	1	8	6	3.75	3.8	1	1.5	36	1.84	7
2	2	1	1	8	8	3.75	3.8	1.2	1.75	35	2.55	9
2	2	1	1	8	8	4	3.6	1	1	35	1.86	6
1	2	1	1	6	6	3.5	3.4	1.2	1.75	30	2.14	5
2	2	1	1	8	5	3.75	3.2	1	1.25	28	2.16	6
1	2	4	1	7	3	3	3.5	2.2	1.5	8	1.03	3
2	2	4	1	6	8	3.5	3.4	1.6	1	24	1.78	6
1	2	1	2	6	8	3.75	4	1.8	1.5	43	1.86	6
2	2	2	1	1	8	3	2.5	2.6	1.5	10	1.07	6
1	2	1	1	6	8	2.5	3.4	1.8	1	32	1.56	6
2	2	1	1	6	6	3.5	3.4	1.2	1.5	34	1.63	3
1	2	1	1	7	8	3.75	3.6	1.8	1.25	37	2.31	5
2	2	1	1	4	7	3.75	3.2	1	1	23	1.61	5
1	2	2	1	4	5	2.25	2.4	2.2	2.75	15	1.19	6
2	2	1	1	9	8	3.5	4	1	2.25	28	1.56	5
1	2	4	1	8	7	4	3.8	1	1	19	2.02	3
1	2	2	1	3	6	3.5	3.6	1	1.25	29	1.13	3
1	2	2	1	6	7	4	4	1.8	1	22	1.17	5
2	2	1	1	5	8	3.25	3.6	1.8	1	31	2.08	6
2	2	2	1	7	7	3	3	2.4	2	16	0.86	5
2	1	2	1	4	8	3.25	3.6	1	2.75	16	1.57	2
2	2	1	1	7	8	2.5	2.8	2	2.25	32	1.77	6
2	2	2	1	8	6	2.75	3.4	2	1.25	22	1.42	5
1	2	2	1	4	8	3.25	3	1.6	2	10	1.3	6
1	2	2	1	5	8	3.25	3.4	1.4	1	25	1.57	5
2	2	1	1	5	7	2.75	2.5	2.4	1	15	1.55	6
1	2	2	1	3	8	3.75	4	1.8	1.25	24	1.34	6
2	2	1	1	6	8	4	4	1	1.5	28	1.87	6
2	2	1	1	5	5	4	3.8	1.4	1.25	18	1.65	3
2	2	1	1	5	6	4	4	1	1	17	1.2	6
2	2	1	1	7	7	3.25	3	1.2	1.75	32	2.12	6
2	2	1	1	9	7	3	3	2	2	24	1.58	4
2	2	2	1	7	8	3	2.8	2	1.5	19	1.48	5
1	2	1	1	9	4	2.5	2.6	2.6	2	29	1.66	5
1	2	1	1	7	7	2.5	2.8	1.2	2	28	1.38	6
2	2	1	1	7	8	3	3.4	1.8	1	22	1.07	3
2	2	1	1	6	8	3	3	1	2.75	26	1.57	5
1	1	1	1	7	6	4	4	1.2	1.5	16	1.25	3
1	2	1	1	5	6	2.5	2.6	2.2	2	25	1.39	3
2	2	1	1	5	6	3.5	3.2	1.2	2	25	1.12	4
2	2	1	1	7	8	3.75	3.8	1	1	23	1.24	3
2	2	1	1	4	2	3.25	3	1.2	1	19	1.41	3
1	2	1	1	3	8	2.5	2.2	1	1.5	19	1.2	3
2	2	1	1	8	8	4	4	1	2.5	35	2.27	6
1	2	1	1	1	6	3.5	3.4	2.6	2	23	1	3
1	2	1	1	6	6	3	2.8	2.2	1.75	26	1.77	3
1	2	1	1	6	5	2.75	3.2	3	2.25	19	1.41	3
2	2	1	1	9	5	3.5	3.8	1	3	31	1.5	6
2	2	1	1	6	8	4	3.2	1	2.5	25	1.37	5
2	2	1	1	6	8	4	4	1	1	28	1.63	6
2	1	1	1	3	5	4	3.5	1	3.75	14	1.35	5
2	2	1	1	6	7	3.67	3.2	2	1	20	1.35	3
1	2	1	1	5	7	2.75	2.4	2	1.25	21	1.83	3
2	2	1	1	3	7	3	3.2	1.6	1.25	27	1.52	3
2	2	1	1	7	8	3	2.6	2.4	1.25	25	1.65	3
2	2	1	1	9	5	3.25	2.8	1	3.25	29	1.96	6
2	2	1	1	7	7	3.75	3.25	2.2	1.75	17	1.69	4
2	2	1	1	8	5	3.33	3.2	1.2	1.25	22	1.27	3
2	2	1	1	7	8	3	2.4	1.2	1.25	31	1.66	5
2	2	1	1	1	3	2.33	2	2.2	1.25	13	0.44	4
1	2	1	1	7	6	2.25	2.8	1.8	1.25	29	1.27	3
2	1	2	1	8	6	4	4	1.4	1	27	1.43	5
1	2	1	1	7	8	3	3.2	1	1.25	31	1.78	7
2	2	1	1	6	8	3.5	3.6	1.2	1	23	1.94	5
1	2	2	1	6	8	3.25	3	1.2	1.25	22	1.38	6
2	2	3	1	4	8	4	4	1	1	13	1.25	3
1	2	1	1	9	5	3.25	3	1.2	1	23	1.66	5
1	1	1	1	7	3	3.5	2.6	1.2	1	15	1.91	6
2	2	1	1	2	3	3.25	2.8	1	1	14	1	5
1	1	1	1	4	7	2.5	2.2	1.6	1.75	10	0.41	3
1	1	2	1	2	3	3	1.8	2.4	1	9	0.88	2
1	2	1	1	4	5	3.25	3.4	2	1.25	18	1.03	5
1	1	3	1	8	8	2.75	3.6	1.8	1.25	13	1.39	2
2	2	1	1	8	8	3.25	3.8	1	1	25	2.06	4
2	2	1	1	4	2	3.5	3.2	1	1.5	21	1.17	3
2	1	1	1	7	8	3.25	3.8	1	1	24	1.42	5
2	2	1	1	6	6	3	3.2	1	1.5	17	1.47	3
2	2	1	1	9	8	2.5	2.5	1.4	1.25	23	1.66	5
1	2	1	1	6	7	3	2.25	1	1.25	22	1.67	3
2	2	1	1	5	6	1.75	1.5	3.6	2.5	12	1.45	5
2	2	1	1	6	7	3	2.25	1	1.25	22	1.6	5
2	2	1	1	2	2	2.5	2.5	1	1.25	34	2.01	7
1	2	1	1	3	4	2.5	2	1.8	2	16	0.94	5
2	2	1	1	9	8	3.5	3.6	1.2	1.25	30	1.85	5
1	2	1	1	5	8	3.25	2.6	1.8	1.5	13	1.58	4
2	2	1	1	4	3	3.25	3.4	1.6	1.5	13	1.31	6
1	2	1	1	6	7	3.75	3.8	1.2	1.25	33	1.73	6
2	2	1	1	6	8	4	3.4	1.8	1.5	31	1.49	6
1	2	1	1	5	1	4	3.4	1.8	1.5	24	1.09	5
2	2	1	1	8	8	4	3.6	1.6	1.75	23	1.31	5
2	2	2	1	4	8	3	3	2	1	27	2.01	8
1	2	1	1	7	6	3.5	3.8	1	1.25	39	2.17	9
1	2	2	1	3	7	3	2.8	1.4	1.75	15	0.96	6
2	2	1	1	8	5	3.75	3.6	1	1.75	37	2.06	6
1	2	1	1	8	8	3.75	3.6	1	1	27	1.88	9
1	2	1	1	6	2	3	2.4	1.8	1.75	20	1.67	6
1	2	1	1	9	7	3.25	3	1.4	2.25	46	2.16	9
2	2	1	1	7	6	3	2.6	1.2	2	20	1.76	8
2	2	1	1	3	5	3.25	3	1.4	1.5	38	1.72	8
2	2	1	1	9	8	2	2.2	3.4	2.5	23	2.2	6
2	2	1	1	8	8	4	4	1	1	41	2.38	9
1	2	1	1	8	5	3.25	3.6	2	1.25	31	2.03	9
1	2	1	1	9	3	3.25	3	1	1.25	25	1.39	5
1	2	2	1	6	4	3.25	3.8	2	1.33	28	0.84	6
1	1	2	1	5	7	3.33	2.75	2.4	1	24	1.45	3
1	2	1	1	6	8	3.75	3.2	1	1	34	1.51	3
2	1	2	1	7	8	3.67	3.5	1.6	1.5	15	1.44	5
1	1	2	1	6	8	3.67	4	1.4	2	26	1.39	5
1	2	1	1	7	8	1.75	2	2.8	2	22	1.83	4
2	2	1	1	6	7	2.75	3.2	2	1	32	1.6	5
2	2	1	1	7	6	2.75	1.6	2	2	23	1.26	6
2	2	1	1	9	7	2.25	2.2	2.4	1	22	1.51	3
2	2	1	1	9	8	2	2	2.4	2	26	1.55	6
2	2	1	1	9	6	4	3.8	1.6	1.75	31	1.91	3
2	2	4	1	6	5	3.25	3.8	1.2	1.25	29	1.59	3
2	2	1	1	7	8	3	2.4	1.8	1.25	21	1.18	5
1	2	1	1	7	8	3.25	2.4	1	1.5	21	2.01	7
2	2	1	1	6	6	3.5	3.8	1	1.75	31	1.42	6
1	2	1	1	6	8	2.5	2.2	2	1	27	2.38	6
1	2	2	1	7	7	2.75	3	1.8	1	25	1.76	5
1	2	1	1	9	6	3.5	3	1.4	2.5	32	1.95	6
1	2	1	1	6	5	2.75	2.8	1.8	1.67	37	1.92	6
1	2	1	2	9	8	2	2	3.6	2	33	2.26	6
2	2	3	2	8	8	3	2.6	1	2	33	2.2	8
1	2	2	1	5	2	3.75	3.6	1.6	1.25	17	0.34	5
1	2	2	1	2	4	3.5	3	1	1	11	0.95	5
1	2	2	1	5	7	2.75	2.6	2.6	1.25	17	1.41	6
2	2	1	1	6	8	2.75	3.2	1.4	2	25	1.47	5
2	1	1	1	8	8	3.75	4	1	1	26	1.21	3
2	2	2	1	9	8	2	2	2.2	1.75	17	1.39	3
1	2	2	1	5	8	3.67	3.2	1.2	1	29	1.36	3
1	2	1	2	7	7	1.75	2	3	2	26	0.54	3
2	2	2	1	3	5	3	3.2	1.6	1	13	1.4	3
1	2	2	1	3	8	2.75	2	2.6	1.25	32	1.12	5
1	2	2	2	8	6	3.25	3.2	1.2	1.5	28	1.09	3
1	1	2	2	7	5	3	3.2	1.8	1.5	13	1.26	4
1	1	2	1	2	5	2.25	2.8	3	1.75	13	0.74	2
2	1	2	1	3	5	3.25	3	1.8	3	14	0.95	2
2	2	1	1	6	8	3.5	4	1.4	1.5	25	1.82	6
1	2	1	1	7	7	3.25	3.8	2	1	24	1.37	3
2	2	1	1	9	8	4	4	1	1	22	1.2	5
2	2	1	1	5	7	3	3.2	1.4	1.25	25	1.45	5
1	2	1	1	8	7	3.25	3.2	1	2	31	1.65	6
2	2	4	1	8	8	2.5	2.8	1.8	1.5	25	1.7	3
1	2	2	2	5	7	2.75	2.8	2.2	1	15	1.12	5
1	2	1	1	6	7	2.5	2.4	2.2	1.5	23	1.88	6
2	2	2	1	8	8	3.75	3.8	1.6	1	25	1.16	5
1	2	2	1	7	8	3.25	3	2.4	2	14	1.22	5
1	2	3	1	2	6	3.75	3.2	1	1.5	19	1.63	6
2	2	2	1	7	8	4	4	1.2	1.25	26	1.31	4
2	1	2	1	8	6	3.67	3.4	1.2	1.75	18	1.04	3
2	2	2	1	5	7	3.5	3.4	1.4	1.25	18	1.06	5
2	2	1	1	5	1	3.25	3.8	1.4	2.75	12	0.49	2
2	2	2	1	6	8	3.25	4	2	1.75	14	0.95	3
2	2	2	1	6	8	3.5	4	1.2	3.5	18	0.72	3
2	2	1	1	5	5	3.75	4	1.8	1.5	26	0.79	2
2	2	1	1	5	6	3.25	2.4	1	4	16	1.2	4
2	2	1	1	2	6	2.5	2.8	1.8	1.25	20	1.04	5
2	2	1	1	8	4	3.75	3.4	1	1	21	1.86	5
1	2	1	1	6	7	2.5	2.6	2.4	2	17	1.26	5
1	2	1	1	8	8	3.5	3.5	1.2	2.25	24	1.61	5
2	1	2	1	7	7	3	3.4	2.8	1.25	22	0.84	5
2	2	3	1	9	8	4	3.8	1	1.25	35	1.95	6
2	2	1	1	3	8	3.5	3.4	2.2	1	41	1.65	5
1	2	1	1	6	2	3	2.6	1	2	27	1.55	9
2	2	1	1	7	6	3.5	3.6	1.2	2	24	1.76	3
1	2	1	1	9	6	3.5	3.6	1.2	1.25	34	1.76	3
2	2	1	1	5	7	4	4	1	1	29	1.38	5
1	2	1	1	8	6	4	3.8	1	1	28	1.68	6
2	2	1	1	4	7	2.75	2.2	1.4	1.5	30	1.42	3
1	2	2	1	7	3	2.75	2.2	2.6	1.75	12	1.43	6
2	2	3	1	3	7	3.25	3	1	2.25	17	1.56	3
1	2	1	1	5	5	2.25	2	3.8	2	14	1.85	6
1	2	3	1	8	7	3	2.8	1.8	1	29	2.2	6
2	2	1	1	8	6	4	4	1	2	37	1.87	5
1	2	1	1	6	6	4	3.4	1	2	27	1.23	6
1	2	1	1	4	6	3.5	3.4	1.6	2	35	1.6	8
1	1	2	1	8	7	2.75	3	1.4	1	17	1.12	2
2	2	2	1	6	5	4	4	1	1	17	1.03	3
2	1	2	1	9	8	3.25	2.8	1.8	1.75	20	1.27	5
1	1	2	1	5	6	2	2	3	2	13	0.6	3
2	1	2	2	8	6	2.75	3	1.4	1	23	1.04	2
1	2	2	1	5	7	2	2.2	2.6	1.25	17	1.12	3
2	2	2	1	7	8	3.25	3.2	1.4	2.75	23	1.34	5
1	2	2	1	5	6	3	3.8	2	1.25	10	0.73	6
1	1	2	1	7	7	2	2.4	2.6	1.5	18	1.58	2
2	2	1	1	7	8	4	4	1	1.25	24	1.19	3
2	2	1	1	7	7	1.75	1.75	3.2	1.75	18	0.93	3
2	2	2	1	7	7	3.75	3.4	1	1.75	28	1.25	5
2	2	2	1	6	4	3.75	3.8	1.2	1.75	21	1.12	3
2	2	2	1	3	2	3	2.8	2.2	1	21	0.95	3
1	2	2	1	6	8	3.67	3.25	1.25	1.67	24	1.54	5
1	2	2	1	6	7	4	4	1.8	1.75	31	1.75	3
2	1	1	1	5	4	3.5	3.8	1.4	1.25	25	0.99	2
2	1	2	1	6	6	2.5	2.6	2.4	2	22	1.15	1
1	2	2	1	6	5	2	2	3	1.75	12	1.02	3
1	2	4	1	2	3	2.25	2.8	2.2	2	10	1.49	3
2	2	3	1	6	7	3.25	3.8	1.2	1.25	19	2.08	5
2	2	1	1	7	7	2	2	3.4	1.25	14	1.32	5
1	2	1	1	7	8	2.25	1.8	3	2	22	1.47	3
1	2	1	1	7	6	3.5	2.4	1.25	2.5	28	1.98	6
1	2	1	1	6	6	2.5	3	2.25	1.5	25	1.59	6
2	2	4	1	8	8	3.5	3.6	1.6	1.5	23	2.03	5
2	2	1	1	6	4	3	3.2	2	1.5	28	1.6	6
2	2	1	1	7	8	4	3	1	1.25	33	1.36	6
1	2	1	1	8	6	3.5	4	1	1	28	2.07	5
2	2	1	1	5	8	4	4	1	1	23	1.4	4
2	2	1	1	9	8	1.75	2	2.8	1.5	21	1.85	6
1	2	1	1	8	8	3.75	3.6	1.4	1.5	38	2.15	6
1	2	1	1	6	6	3.5	3.2	1.6	1.25	23	1.3	5
1	2	1	1	7	7	2.5	2.4	2.2	1.5	27	2.06	6
1	2	3	1	4	6	3	2.8	1	1	16	1.32	9
2	2	1	1	6	8	2.5	2.2	2	2	33	1.71	8
1	2	1	1	5	4	2.5	2.4	2	1	30	2.1	6
2	2	1	1	2	4	2.75	2.4	2	1	28	1.75	5
2	2	1	1	4	7	2.75	2.6	2	1	32	1.45	6
2	1	1	1	5	7	3.25	3.4	1.2	2	19	1.53	3
2	2	1	1	7	8	2.5	2.2	1.8	1	23	1.22	6
1	2	2	1	7	7	3.75	3.8	1	1	32	1.47	5
1	2	1	1	9	6	3.5	3.8	1.6	1.25	30	2.08	4
1	1	2	1	8	8	2.75	3.4	2	1.25	24	1.32	5
1	2	4	1	7	6	3.75	3.6	1.2	1.5	37	2.2	5
2	2	1	1	7	8	4	4	1	1	32	2.15	8
1	2	1	1	6	8	3.75	3.8	1.2	1.25	36	2.31	8
1	2	1	1	8	7	3.5	3.5	1	2	21	2.06	5
2	2	1	1	8	8	2.75	2.5	2	1.25	26	1.95	4
2	2	1	1	3	6	3.25	2.8	1.6	1.5	21	1.26	5
1	2	1	1	7	8	3.5	3.2	1.8	1.5	24	1.92	3
1	2	1	1	7	8	3.25	3.2	1.6	1	31	1.89	6
1	2	1	1	6	8	2.33	2	3	1.75	39	1.2	3
1	2	1	1	7	8	4	3.6	1	1	35	2.3	5
1	2	1	1	7	6	3.75	3.2	1	2	31	2.16	8
1	2	1	1	9	6	2.75	2.8	1.6	1	26	2.32	3
1	2	3	2	6	3	2.25	2.5	2.2	2	13	1.19	5
1	2	2	1	8	8	2.67	2.5	1.2	1.5	26	1.54	6
1	2	1	2	6	8	1.5	1.6	3.6	2.25	31	1.43	5
2	2	1	1	7	6	3.33	3.75	1.25	1	30	1.59	9
2	2	1	1	5	7	3.25	3.25	1.2	1.25	38	2.05	9
2	2	3	1	6	8	4	4	1	1.75	23	1	3
1	2	1	1	4	8	3.67	3.25	1	1	24	1.23	3
2	2	1	1	6	7	3.5	3	1	1	19	1.74	5
1	2	1	1	6	7	3.25	2.75	1	2.5	33	1.42	3
1	2	1	1	9	3	3.25	3.6	2	1.25	40	1.65	6
2	2	1	1	7	8	4	3.8	1	1.25	35	1.57	8
1	2	2	1	9	8	3.25	2.6	1	2	14	1.31	8
1	2	1	1	6	8	3.5	3.2	1	1.75	28	1.56	3
2	2	1	1	5	8	4	3.8	1	1	19	1.38	3
1	1	1	1	5	6	3	2.4	1	2	22	1.51	3
2	2	1	1	6	3	2.5	2.6	2	1.25	15	1.19	3
1	2	1	1	8	8	3	3.6	1.8	1.25	30	1.59	5
1	2	1	1	4	6	2.5	2.6	1.8	1.25	26	1.41	3
2	2	3	1	6	8	2.75	2.8	2	1	30	1.71	2
2	2	1	1	9	7	2.75	2.4	1.6	1	16	1.79	3
2	2	1	1	9	8	3	3.4	1.4	1	23	1.52	5
2	2	1	1	6	7	2.33	2.6	2	1.25	20	1.3	5
1	2	1	1	7	8	3.25	2.8	1.2	1.25	30	1.31	6
1	2	1	1	7	7	3	3	2	1.75	36	1.71	3
2	2	1	1	7	7	2.25	3	2.2	1.75	28	1.39	5
2	2	1	1	6	8	2.75	3	2	1.75	18	1.22	5
2	2	1	1	7	7	3.25	2.8	1.4	1.75	33	1.82	7
1	2	1	1	6	6	2	2	3.6	2.75	23	1.48	3
2	2	4	1	6	7	3.75	3.2	1.2	1	18	2.15	6
2	2	1	1	8	8	2.75	2.4	2.4	1.25	35	1.8	5
1	2	1	1	6	5	2	1.8	2.6	1.75	23	1.46	6
2	2	3	1	6	8	4	3.8	1	1.25	19	1.02	2
1	2	1	1	8	8	3	3.4	1	1.25	32	1.92	3
2	2	3	1	5	6	4	3.25	1	1	27	2.37	6
1	1	1	1	5	7	3.5	3.6	1.4	1.5	16	1.16	2
1	2	1	1	5	6	3.25	3.6	1.2	2	26	1.88	5
1	2	1	1	6	8	3	2.4	1	1.75	17	1.92	6
2	1	2	1	6	6	2.75	3.2	1	2.25	21	1.17	5
2	2	1	1	7	4	3.75	4	1.2	1.75	21	1.32	6
1	2	1	1	9	5	3	3	1.8	2	29	1.79	5
1	2	1	1	7	6	4	3.6	1.6	1.25	29	1.74	5
1	2	1	1	9	8	3.25	3.2	1.4	1.25	22	1.82	3
1	2	2	1	7	6	3.25	3.2	1.8	1.5	18	1.44	4
1	2	1	1	5	8	3	2.6	2.6	1.33	22	0.56	3
1	2	3	1	9	8	3	2.8	1.8	2	23	1.81	3
2	2	3	1	9	7	4	4	1	2.25	23	1.91	3
1	2	2	1	4	2	2	2.2	3	2.5	14	1.47	3
2	2	3	1	8	8	3.25	3.2	1	1.25	16	1.8	5
2	2	1	1	9	8	3.5	3.6	1.4	1.25	26	2.24	6
1	2	1	1	9	8	3.25	3.4	1.8	2.25	38	1.61	4
2	2	4	1	4	6	4	4	1	1	16	1.13	3
1	2	3	1	3	4	3.75	3.2	1.2	1	17	1.08	5
1	2	3	1	9	6	3.5	3	1.2	1.75	23	1.44	5
1	2	1	1	8	8	3.75	3.6	1	1.25	38	1.8	6
2	2	3	1	8	7	2.5	2.6	2	1	16	1.35	3
2	2	1	1	7	2	3.5	3	1	3.75	10	1.68	3
2	2	4	1	9	8	4	3.8	1	1.5	37	2.16	2
1	2	4	1	8	6	2.5	2.4	2	2.25	32	2.29	6
1	2	1	1	7	8	3	3.4	1.4	1.25	38	1.66	5
1	2	1	1	9	6	3.33	3.2	1.2	1.25	37	1.81	6
2	2	1	1	4	8	3.5	3.4	1.4	1.25	33	1.67	8
1	2	1	1	7	7	3	3.2	1	1	32	2.11	5
1	2	1	1	4	8	2	1.6	2.8	1.5	22	1.29	7
2	2	1	1	9	6	3.75	3.2	1	1.67	30	2.12	6
2	2	1	1	8	5	3	2.4	1.6	1.75	22	2.2	5
2	2	3	1	9	6	3	3	1.8	1.75	25	1.65	5
2	1	2	1	6	3	2.75	2.4	1	2	18	1.23	3
1	2	1	1	6	6	2.5	3	1.2	1.25	36	1.91	8
1	2	1	1	9	8	3.75	4	1	1.25	36	1.82	5
1	2	3	1	6	6	3.75	3.5	1.2	1.25	31	2.05	6
2	2	3	1	8	8	3.25	2.8	1.2	1.67	27	1.6	5
1	2	1	1	9	8	3.5	3	1	1.75	37	2.38	5
2	2	1	1	5	8	3.75	3	1	2.25	15	2.05	5
1	2	1	1	6	6	3	2.8	1.6	1.25	33	1.33	8
2	2	1	1	2	6	4	3.6	1	1.75	21	1.53	5
1	2	3	1	8	8	3.33	2.8	1	1.25	25	1.64	5
2	2	1	1	8	7	3.33	3	1.2	2.25	19	1.43	3
2	2	4	1	3	6	4	3.6	1	1	14	2.28	6
2	2	1	1	9	6	4	4	1	1.5	33	2.04	5
1	1	3	1	6	7	2.75	2	1.4	3.25	15	1.56	3
2	2	1	1	8	8	3.75	3.8	1	1.25	25	1.81	8
1	2	1	1	7	8	3.75	3.4	1.4	1	17	1.6	3
1	1	2	1	6	7	3.25	3.4	1.4	2.25	20	1.39	2
1	2	2	1	8	8	3.5	3.2	1.4	1.33	21	2.17	3
1	2	1	1	5	7	4	4	1.2	1.5	24	1.53	3
1	2	3	1	6	8	4	3.8	1.2	2	18	1.34	3
2	2	1	1	7	8	3.75	3.6	1.2	1.75	23	1.31	5
2	2	4	1	7	6	3	3.6	1.4	1.5	17	2.06	2
1	2	1	1	7	8	3.33	3.8	1.4	1	27	1.38	3
2	2	1	1	6	8	3.5	3.4	1	1.25	19	1.22	3
2	2	1	1	5	8	2.5	2.8	2	2	16	1.39	5
2	1	3	1	6	8	3	2.6	1.8	1.75	16	1.39	6
2	2	1	1	8	8	3.75	4	1	1.5	22	1.47	3
1	2	3	1	8	7	3.33	2.5	1.8	1.5	15	1.8	3
1	2	3	2	6	2	3.75	3.75	1.8	1	19	1.92	5
1	1	3	1	7	6	2.5	2.8	1.8	1.25	18	1.59	2
1	2	4	1	7	3	3	3.4	1.25	1.5	26	1.3	3
2	2	3	1	7	8	3.75	4	1	1.25	19	1.85	5
1	2	3	1	8	8	3	3	1.4	1.5	30	2.06	6
2	2	3	1	8	6	3.25	3	1	1.5	23	1.54	5
1	2	3	1	7	7	3.25	3.4	1.4	1.75	23	1.39	6
2	2	3	1	4	5	3.5	3.4	1	1.5	16	0.78	8
2	2	3	1	6	5	2.75	2.8	1.4	1.25	13	0.96	3
2	2	3	1	8	8	3.33	3.2	1.4	1	20	1.76	3
2	2	3	1	8	8	2.33	2.8	1.8	1	21	1.62	5
2	2	3	1	3	4	2	2.4	2.2	1.25	10	0.68	3
1	1	3	1	7	8	3	3.2	1.2	1.25	22	1.95	1
1	2	2	1	7	8	3.75	3.8	1.2	1.25	25	1.19	5
2	2	2	1	3	1	4	3.4	1	1.25	12	1.27	5
1	2	1	1	9	6	2.75	3.6	2.2	1.5	13	1.42	6
2	2	3	1	6	8	3.25	3.8	1	1.5	23	1.29	3
2	1	3	1	9	8	3.5	2.6	1	1	23	1.46	3
2	2	2	1	6	8	3	3.2	1.8	1.25	17	1.09	5
2	2	3	1	8	8	2.75	2.75	1.8	2	18	1.51	6
1	2	3	1	5	7	3.25	3	1.2	1.5	25	1.41	3
2	2	3	1	8	8	3	3.2	1	1	29	2.05	5
1	2	3	1	8	6	3	3.6	1.6	1.5	24	1.99	5
1	2	3	1	6	8	2.5	2.5	2.6	1.33	19	1.34	6
2	2	3	1	8	6	2.75	3.4	2.8	2	23	2.32	6
2	2	3	1	9	8	2.75	3	1.8	1.25	29	2.15	5
1	2	3	1	4	7	3.25	2	1	3	18	1.1	8
2	2	3	1	9	8	3	3.2	2	1.25	15	1.57	5
1	2	3	2	6	6	3.75	3	2	2	23	1.26	6
2	2	3	1	9	3	2.75	3	1.4	1.5	16	1.57	5
2	2	3	1	7	6	3.25	3.6	1	1.25	27	2.24	6
2	2	1	1	8	8	4	4	1.6	1.25	29	1.46	8
2	2	3	1	9	7	3.75	3	1	1.75	16	2.39	8
1	2	4	1	8	6	3.33	3.2	1	1.5	26	1.87	3
1	2	1	1	9	8	3	2.8	1.2	2.5	37	2.06	5
1	2	1	1	8	8	2	2.2	2.4	2	24	1.64	3
2	2	3	1	7	8	2	1.8	2.4	1.75	28	2.15	5
2	2	1	1	8	8	3.67	3.4	1	1	20	1.99	6
1	2	1	1	5	8	3.33	3.4	1.8	1	37	1.67	6
1	2	1	1	7	4	4	4	1	1.25	31	2.14	6
2	2	1	1	7	8	3	3.4	1.2	2.75	29	1.47	5
2	2	1	1	5	8	4	3.6	1.2	1.5	33	1.79	6
1	2	1	1	5	5	3.75	2.4	1	2.5	18	0.64	5
1	2	1	1	5	6	3.5	2.8	1	1.25	26	1.2	6
2	2	4	1	8	8	3.5	3.4	1	1.25	18	1.92	6
1	2	3	1	6	6	3.25	2.8	1	1.75	36	1.13	5
2	2	1	1	8	7	3.25	3	1	1.75	21	1.8	4
1	2	1	1	4	8	3.5	3.2	1.4	1.25	23	1.65	6
2	2	3	1	1	8	3	2.2	1.8	2	16	0.87	3
2	2	1	1	6	7	2	2.2	2.6	2.25	23	1.56	6
2	2	3	1	6	8	3.25	3.2	1	1.25	35	1.61	6
2	2	4	1	6	4	4	4	1	1	20	1.56	6
1	2	1	1	9	8	3.5	3.6	1	1	35	1.48	5
1	2	1	1	9	7	3	3.4	1.8	1.25	34	1.2	3
1	2	1	1	8	8	3.75	3.2	1.8	2	27	1.67	6
1	2	1	1	6	6	3.75	3.2	1.8	1.25	30	2.22	6
1	2	1	1	7	6	3.25	3.6	1.2	1.25	23	2.2	5
2	1	1	1	6	8	3.25	3	1	1.25	25	1.15	5
1	2	1	1	9	5	2.75	2.2	1.8	2.33	28	2.15	8
2	2	1	1	8	2	3.5	3.6	1.6	2	22	1.07	5
2	2	1	1	2	1	3.25	3.2	1	1.25	16	1.08	4
1	2	1	1	8	7	2.75	2.6	2.8	1.25	23	1.57	4
1	2	1	1	4	6	3.25	3	1.6	1.5	14	1.19	5
1	2	1	1	5	7	2.5	3	2.2	1.25	16	0.93	3
1	2	1	1	4	7	3.5	3.4	1.4	1.5	26	1.45	4
1	2	1	1	3	5	1.75	1.6	3.6	3	10	0.81	2
2	2	1	1	4	6	2	2	2.6	1.75	15	1.02	3
2	2	1	1	7	4	4	4	1	1.75	19	1.76	5
2	2	2	1	9	7	3.5	3.6	1.4	1	16	1.31	4
2	2	1	1	7	8	2.75	2.6	2	1.25	36	2.17	6
2	2	1	1	7	6	4	3.8	1	1.5	28	1.55	5
1	1	1	1	5	8	3.5	3.4	1.5	1.5	22	1.87	2
1	2	1	1	6	6	3.75	3.8	1	1.75	19	0.57	6
