GENDER	POVRTY	RACE	KINDER1	FMOTOR	GMOTOR	SCONTROL	INTERP	EXTERN	INTERN	GENERAL	MATH7	MOM_ED
1	2	2	1	7	8	3.25	2.75	1.2	1	13	1.79	7
1	2	1	1	9	8	3.75	3.6	2	1.25	36	1.36	8
1	2	1	1	8	8	4	3.2	1	1.25	31	2.27	6
1	2	1	1	8	8	3.75	3.6	1	1.25	30	2.1	6
2	1	1	1	7	7	4	3.6	1	2	10	0.84	3
1	2	4	2	9	8	2.75	2.4	1.8	1.75	40	0.73	5
1	1	2	1	2	8	2.75	3	1.6	1.25	16	1.07	3
2	1	1	1	7	8	3.25	3.2	1.4	1.25	28	1.48	5
2	1	2	1	4	8	3.5	3.2	1	1.75	20	1.33	4
1	1	1	1	3	8	3.5	2.75	2.2	1.5	17	0.64	2
1	1	2	1	4	8	2	2	3.6	2	15	1.35	3
2	2	1	1	6	4	3	2.8	1.4	1.5	18	1.26	3
2	1	2	1	4	8	3.5	3	1.2	2.5	17	0.74	2
2	2	1	1	9	8	3.5	3.4	1	1.5	32	1.4	2
2	2	1	1	6	8	2.5	2.6	2	1.25	20	1.58	3
2	2	1	1	9	3	3.25	3	1	1	29	1.59	6
1	2	1	1	6	6	3.25	3	1	1	24	1.59	6
2	2	1	1	5	3	3.25	3	1.4	1.25	28	1.85	5
2	2	1	1	5	7	4	4	1	1.25	24	1.51	6
2	2	1	1	8	8	4	4	1	1	26	1.23	6
1	2	1	1	7	6	4	3.75	1	1	22	1.85	6
1	2	1	1	4	3	4	3.6	1.4	1	35	2.05	6
2	2	1	1	7	8	4	3.8	1	1	12	1.28	6
2	2	1	2	7	6	3.75	4	1	1	23	1.33	7
1	2	1	1	6	6	4	3.8	1	1	24	1.53	5
2	2	1	1	8	7	4	3.6	1	1	37	2.09	8
2	2	1	1	8	8	4	4	1	1	27	1.76	5
2	2	1	1	6	5	3.75	3.25	1	1	29	1.37	5
2	2	1	1	7	7	4	4	1	1.25	18	1.48	4
2	2	1	1	6	7	3.5	3.8	1.2	1.25	32	1.41	4
2	1	2	1	3	7	2.5	2.8	3.2	1.25	13	0.58	3
1	2	1	1	8	3	2.5	2.6	3.4	2.25	15	0.88	2
2	1	2	1	7	7	1.75	2	4	1.25	17	1.1	2
2	2	1	1	6	8	3.75	3.4	1.2	1	31	1.03	5
2	2	1	1	9	8	3.5	3	1	1.25	20	1.08	4
1	2	1	1	6	8	3.25	3.8	1.2	1.25	20	1.37	6
1	2	1	1	9	8	3.25	3.5	1	1.25	19	1.85	6
1	2	1	1	6	8	2.5	2.25	2.6	1	19	1.58	6
1	2	1	1	4	6	3	3.4	1.4	1.75	16	1.47	3
1	1	2	1	3	7	3.25	3.8	1.25	1	23	1.01	3
2	1	2	1	4	4	2.25	2	2.6	1.75	10	0.96	2
1	2	1	1	3	6	4	4	1.2	1.25	22	1.19	6
1	2	3	1	3	4	2.5	2.4	2.6	1.75	12	0.86	4
1	2	1	1	3	4	3.5	3.4	1.6	1.25	23	1.21	3
2	2	1	1	6	7	4	3.8	1	1	27	1.33	5
1	2	1	1	2	3	3.75	3.8	1.4	1.25	20	1.23	3
2	1	1	1	3	7	3.5	3.4	1.4	2	14	0.89	3
2	2	1	1	7	6	4	3.4	1.4	1.25	35	1.11	6
1	2	1	1	7	7	2.75	2.2	2	2.25	24	1.02	3
2	2	1	1	8	7	3.5	3.2	1.2	1	29	2.05	3
2	1	1	1	5	7	4	3.8	1	1.25	22	1.56	3
1	2	1	1	4	8	3.5	2.8	1.2	1.25	30	1.19	3
1	2	1	1	6	4	3.75	2.8	2.2	1.75	32	1.45	5
1	2	2	1	5	6	3.25	2.8	1.4	1.5	24	1.13	5
2	2	1	1	6	7	3	2.8	1.6	1	25	1.37	3
1	2	1	2	8	8	3.75	4	1	1	33	1.51	5
2	1	1	1	6	8	3.5	3.4	1.6	2.25	26	1.46	5
1	2	1	1	6	7	2	2	3.4	1.75	18	1.12	4
1	1	1	1	3	5	2.5	2.4	2.2	1.5	20	2.1	3
2	2	1	1	6	8	3.25	3.2	1.2	3.5	26	1.75	5
1	2	1	1	5	8	3	3.2	1.4	2.25	32	1.52	9
2	2	1	1	8	6	2	2.2	2	1.5	32	1.45	7
2	2	1	1	8	6	3.25	3.4	1	1.25	22	1.82	6
2	2	1	1	8	7	4	4	1	1	34	1.5	8
2	2	1	2	6	7	4	4	1	1.5	24	0.89	4
1	2	1	1	6	7	3.25	3.2	1.6	1.75	17	1	3
1	2	1	1	1	8	2.25	2.6	2.6	1.25	13	0.75	3
1	2	1	1	6	2	3.5	3.6	1.8	1.5	18	1.65	5
2	1	1	1	5	3	2.75	3	1.8	2	10	0.97	2
2	2	1	1	9	5	3.5	4	1.2	1	21	1.45	5
2	2	1	1	8	5	3.25	3.8	1.8	1	26	1.55	3
2	2	1	1	7	7	3	3.8	2.2	1.25	33	1.47	7
1	2	1	1	8	4	2.5	3.6	2.2	1	18	1.48	3
2	2	1	1	4	8	3	3.2	1.6	1	17	1.44	7
1	2	1	1	5	4	3.25	3.4	1.2	1.75	22	1.73	3
1	2	1	1	4	5	2.5	2.8	2.4	2	23	0.38	5
2	1	1	1	5	4	3	3.4	1.4	3	14	0.82	3
2	2	1	1	6	5	3.25	3.8	1.4	2.5	11	1.26	5
1	2	1	1	9	4	3.75	4	1	1	40	1.93	6
2	2	1	1	4	6	3	2.8	1.4	1.75	26	1.18	5
1	2	1	1	7	6	3.75	3.2	1.2	1	39	2.2	5
1	2	1	1	8	5	2.25	2.2	3.4	2	29	1.79	5
1	1	1	1	3	5	2	2	2.6	1	20	1.35	3
2	2	1	1	6	6	2.5	2.6	1.6	1	26	1.41	3
2	2	1	1	6	8	3.75	3.4	1	1	32	1.1	5
2	2	1	1	5	6	3.5	3.4	1	1	32	1.35	3
1	2	1	1	7	8	3.5	2.8	1.2	1	31	1.99	8
2	1	1	1	2	5	2	2	2.2	1.25	17	0.64	5
2	1	1	1	8	8	2.75	2.2	1.4	1	25	1.4	3
2	2	1	1	4	8	2.75	2.4	2.2	1.25	23	1.04	8
1	2	2	2	5	5	2.25	2.2	2.2	1	35	1.59	4
1	2	2	1	6	8	4	3.6	1	1	30	1.34	3
1	2	1	1	7	6	2	2	3.2	1	20	1.61	5
2	2	1	1	7	8	3	2.8	1.4	1	22	0.8	2
2	2	1	1	6	7	3.5	4	1.2	1	16	1.27	8
1	2	4	1	6	4	2.5	2.4	1.8	1.5	22	0.83	3
2	1	1	1	6	5	3	3.2	1	1	26	1.2	5
1	2	1	1	5	8	2.33	2.4	1.8	1.33	26	1.35	3
1	2	1	1	7	8	3.5	3.6	1	1	27	1.86	3
1	2	1	1	5	7	3.5	3.8	1	1	18	1.6	5
2	2	1	1	7	6	3.5	3.6	1	1	31	1.93	8
2	2	4	1	7	7	2	2	2.6	1.33	19	1.49	3
1	2	1	1	7	7	3.25	2.6	1.75	2.5	21	1.17	5
2	2	1	1	4	8	3.75	3	1.2	1	31	1.8	3
1	2	1	1	8	7	2.67	2.2	1	2.75	21	1.35	7
1	1	1	1	7	7	2.25	2	2	2	14	0.96	3
2	2	1	1	7	6	3	2.8	2	1.5	26	1.36	9
2	2	2	1	2	3	3.5	3.4	1.2	1.25	11	0.92	5
1	2	4	1	5	6	3.75	3.8	1	1	23	1.46	5
1	1	1	2	4	7	3.5	3.4	1.2	1	29	0.61	2
2	2	4	1	4	8	3.5	3.2	1.6	1.25	14	0.61	5
1	1	1	1	2	4	3	2.6	1.8	2	15	0.98	3
1	1	1	1	3	4	3	2.6	2.4	2.25	11	0.72	3
1	2	2	1	6	7	3	3	1.8	2	21	0.78	3
2	1	2	1	3	5	3.75	3.6	1.2	1.25	13	0.8	2
2	1	4	1	2	1	3.25	2.8	1.2	1	18	0.75	2
2	2	1	1	9	8	2.75	3	2	1.25	29	1.14	6
1	2	1	1	5	4	2	2.25	2.4	1	17	1.31	6
2	2	1	1	7	8	2.75	2.8	1.8	1.25	32	1.95	5
2	2	1	1	6	5	3.25	2.2	1	3	14	1.1	3
1	2	3	1	6	4	4	4	2.2	1.25	39	1.37	3
2	2	1	1	5	6	4	4	1.2	1.25	31	1.03	5
1	2	1	1	5	0	2.25	2.8	2.4	2.25	32	1.66	8
1	2	3	1	7	4	3.75	3.4	1	1	24	1.78	3
1	2	1	1	4	7	3	3	1	1	25	1.42	3
2	2	1	1	8	8	3.5	3.5	1.2	1.25	22	1.26	3
1	2	1	1	4	8	3.67	2.75	1	1	33	1.35	6
2	1	1	1	9	4	2.33	2	1.2	1.5	17	1.43	1
2	2	1	1	3	5	3.33	2.5	1	1.75	16	0.8	5
1	2	1	1	3	1	3.33	3.4	1.2	1.5	20	1.31	6
1	2	1	1	7	7	3.67	2.6	1	1.25	26	1.31	2
1	2	1	2	8	8	2.33	2.8	2	1.5	26	1.45	3
1	2	1	1	8	6	3	2.6	1.4	1	13	1.4	4
2	2	1	1	4	7	2.5	3	1.6	1.25	15	0.69	4
2	1	1	1	6	6	3.33	4	1	1	26	1.32	2
2	2	1	1	7	6	3.67	4	1.2	1	28	2.01	3
2	1	1	1	6	6	3.75	2.2	1	2	16	0.79	2
2	2	1	1	8	8	3.75	3.4	1	1	16	1.52	4
1	1	1	1	6	4	2.75	2.6	2	1	18	1.28	3
2	2	1	1	8	7	3.5	3.2	1	1.75	21	1.35	3
1	2	1	1	9	8	2.75	2.8	1.6	1	25	1.25	5
2	1	1	1	5	4	3.5	3	1	2.75	18	1.13	3
2	1	1	1	9	8	3.75	3.2	1.2	1	15	2.01	3
2	2	1	1	3	7	2.75	2.4	2.2	1	20	1.25	3
1	1	3	1	7	6	2.75	2.2	2.2	2.25	16	1.33	3
1	2	1	1	9	8	3.5	3.6	1	1	27	1.43	2
1	2	1	1	6	6	2.5	3	2	2	22	1.22	8
1	1	1	1	3	5	2.75	3	2	2.25	19	1.55	3
2	2	1	1	5	8	3	3	1.8	2	16	0.82	2
2	2	1	1	7	8	3.25	3.4	1.4	1.25	29	1.75	6
2	2	1	1	9	6	3	3	1.8	1.25	37	1.43	5
2	2	1	1	6	6	2	3.4	3	1	16	1.39	2
1	1	1	1	4	7	3	2.5	2.2	2.5	27	1.24	2
1	2	2	1	5	8	2.5	2.25	2.4	1.75	17	0.96	3
2	1	2	1	7	8	1.75	2	2.6	1.25	13	0.89	5
1	1	2	1	7	5	2.25	2	2.8	1.75	32	1.55	5
2	1	2	1	9	8	2	2	2.4	2	16	0.67	3
1	2	2	1	6	7	2.25	2	1.6	1.25	16	0.82	5
2	1	2	2	8	8	2.25	2.6	1.8	2.25	15	0.31	2
1	1	2	1	9	8	2	2.2	2	1.25	15	1.35	5
2	1	2	1	4	8	3	3.4	2	1	9	0.8	5
2	2	2	1	4	8	3.75	4	1.4	1	15	1.69	6
2	1	2	1	7	7	3.5	4	1.8	1	11	0.79	5
2	1	2	1	8	8	3.75	3.25	1.6	1	15	1.05	4
1	1	2	1	3	8	2.75	3.2	2	1	9	0.93	2
2	1	2	1	1	8	3.5	3.8	1.4	1	9	0.75	3
2	2	2	1	8	8	3.75	3.8	1.2	1	29	1.28	2
2	1	2	1	5	8	2	2.25	1.8	1	14	0.86	5
2	2	2	1	5	8	2	1.75	1.6	2.25	12	0.83	2
1	2	2	1	3	8	1.75	2.25	2.2	1.5	20	1.32	5
2	2	2	1	6	7	2	2.2	1.6	1.75	12	0.81	3
2	1	2	1	3	6	2	2	1.4	1	10	0.95	2
2	2	2	1	4	8	2.25	2.5	1.8	2	12	0.91	6
1	1	2	1	5	8	2.25	2	2	2	15	1.1	2
2	2	2	1	2	8	2	2.25	2	1.5	13	1.16	3
1	1	2	1	6	8	2	1.75	2.2	2	18	1.46	5
1	1	2	1	5	8	2.5	2.25	1.6	1.25	15	0.93	3
1	1	2	1	6	8	2.75	2.75	1.25	2	21	0.68	3
1	1	2	1	2	7	2.75	2.75	1.2	2	17	0.83	2
2	2	2	1	5	8	2.5	2.6	1.6	3.5	9	0.9	5
2	2	2	1	8	8	4	3.8	1.2	1.75	14	1.16	3
1	1	2	1	4	8	3.5	3.4	1.4	1	12	0.97	4
1	1	2	1	1	6	3.5	2.6	1.6	2.25	10	0.89	1
2	1	2	1	0	0	3.25	1.6	1.2	1.75	7	0.56	2
1	1	2	1	8	8	2	2.4	1.8	1.25	15	1.11	3
2	1	2	1	5	8	3.75	3.8	1.6	1.5	10	0.84	2
1	2	2	1	7	7	3	2.6	1.8	1.75	11	1.17	6
1	1	2	1	2	2	2.5	2.4	1.4	1.25	9	0.68	3
1	1	2	1	4	6	2.25	3	2	1.5	17	0.66	5
1	2	2	1	8	8	3	3.6	1.8	1	13	1.12	5
1	2	2	1	4	0	3.5	3.4	1	2	9	0.74	3
2	1	2	1	4	7	2.75	3	2	1	14	1.09	2
2	2	2	1	6	8	3.25	3	1	1.5	10	0.75	3
1	1	2	1	6	8	2.75	3	2.2	1.5	20	1.13	3
2	2	2	1	6	8	3	3	1.6	2.25	12	1.05	3
1	2	2	1	6	6	3.25	3.5	1.2	1	18	1.24	5
2	1	2	1	6	6	4	4	1.8	1	15	0.71	3
1	1	2	1	6	8	3.25	3	1	1	19	0.83	3
1	1	2	1	5	3	1.75	2	3.4	1.33	12	1.23	3
1	1	2	1	2	7	1.67	2.2	2.8	1.5	13	0.67	3
2	2	2	1	4	6	2.5	2.2	2.8	2	9	0.84	2
1	1	2	2	3	8	1.75	1.75	3.2	2	11	0.34	2
1	1	2	1	7	8	3.25	3.2	1.4	1	14	0.82	6
1	1	2	1	3	8	2	2	3.4	1	12	1.38	2
1	2	2	1	8	8	3	2.75	1.8	1.25	19	1.28	5
2	1	2	1	8	8	3	2.25	1.8	1	16	1.47	1
1	2	2	1	3	6	2.25	2	2.8	2	17	0.88	4
1	1	2	2	2	3	2	2	1.8	2.25	10	0.43	1
2	2	1	1	8	3	3.75	4	1	1.25	20	1.76	6
1	2	2	1	5	7	3	2.4	2	1.25	15	1.12	3
2	1	2	1	6	6	2.75	2.2	2	1.25	13	0.85	2
2	2	2	1	8	8	3.25	3.2	2.6	1	24	1.59	3
2	2	1	1	5	7	4	4	1.2	1.25	32	1.29	1
2	2	2	1	7	8	4	3.6	1	1.75	22	1.57	4
1	2	2	2	6	7	3.25	3	1.4	1.25	26	1.6	3
2	2	2	1	8	8	2	2.4	2.6	1	11	1.49	3
2	2	2	1	3	7	2.75	2.8	1.4	1	14	1.02	3
2	1	2	1	3	2	2.25	2.6	2	1.25	9	1.25	2
2	2	2	1	7	8	3.25	3	1.2	1.25	16	1.33	3
1	2	2	1	4	3	2	2.4	2	1	12	0.82	3
2	1	3	1	8	8	2.5	2.6	1.6	1	21	1.39	5
1	1	2	1	4	8	2.25	2.4	1.8	1	15	1.84	5
1	1	2	1	4	5	2.25	2.6	2	1.5	11	0.92	3
1	1	2	1	3	7	2.5	2.8	1.4	2	20	1.4	7
2	2	2	1	6	8	2.5	2	2	1.25	19	1.19	3
2	2	2	1	1	6	3	3	1.2	1.75	9	0.88	3
1	1	2	1	5	8	2.5	2.2	2.2	1.25	16	1.14	3
2	1	2	1	2	8	3	2.8	1	2	10	1.07	2
2	1	2	1	6	6	3.25	2.8	1	2	12	1.01	1
2	1	2	1	3	8	2	2	2.2	1.5	14	0.98	1
2	1	2	1	5	8	3.25	3.25	1	1	13	0.73	3
1	1	2	1	5	8	3.25	3.25	1	1	15	0.64	2
1	1	2	1	4	8	2.25	2.75	1.4	1.25	11	0.7	3
2	1	2	1	4	8	3.5	3.25	1	1	9	0.75	3
2	1	2	1	8	8	3.25	3.25	1	1	14	1.36	3
2	1	2	1	7	8	3.25	3.75	1	1	19	1.19	3
2	2	2	1	7	8	3.5	3.75	1	1	21	1.3	6
1	1	2	1	1	7	1.75	2	2.2	1.5	9	0.41	3
1	1	2	1	8	8	2.25	3	1.8	1	18	1.31	3
2	1	2	1	3	8	2	3	1.2	1	7	0.67	3
1	1	2	1	6	8	2.25	2.5	2	1	18	0.65	4
2	1	2	1	5	8	2	2.75	2	1	10	1.03	2
1	1	2	1	3	7	2.5	2	1.2	1	8	0.68	3
2	1	2	1	5	8	2.5	2.8	1.4	1	15	0.67	4
1	2	2	1	4	7	2.25	3	2	1.5	11	1.57	3
2	1	2	1	3	8	3.25	3	1.4	1	10	0.78	2
2	1	2	1	2	8	3	2.8	1.4	1	12	0.98	3
2	1	2	1	5	8	4	4	1	1	18	1.24	3
2	1	2	1	0	4	4	4	2.2	1.75	9	0.47	2
2	1	2	1	3	8	4	4	1	1	11	0.83	3
1	1	2	1	0	3	4	3.8	2.2	1	9	0.51	3
1	1	2	1	2	8	4	3.6	1	1	11	0.76	2
1	1	2	1	7	6	3.25	3.4	1	1	9	1.4	3
1	2	1	1	6	1	2.25	2.6	2	1	35	1.78	6
1	2	1	1	4	8	2.5	2.6	2	1	21	1.72	5
1	2	1	1	4	6	2.25	2.8	2	1	24	1.61	6
1	2	1	1	5	6	3	2.6	1.2	2	31	1.73	8
1	2	1	1	8	7	3	3.2	1.2	2	26	1.01	3
1	2	1	1	6	8	3.33	2.8	1.2	1.5	39	2.12	6
1	2	1	1	7	8	3	2.2	1.4	1.67	28	2.3	8
2	2	1	1	5	8	4	3.5	1	1	23	1.86	5
2	2	1	1	5	6	2.5	3	1.6	1.75	35	1.65	6
1	2	1	1	8	5	3.5	2.8	1.2	2	28	1.99	6
1	2	1	1	6	2	4	3.75	1.2	1.25	25	1.56	6
2	2	4	1	3	6	3.5	3.4	1.2	2	15	0.88	3
1	2	1	1	5	7	2.5	3.4	1.8	1.25	20	1.38	6
1	2	1	1	8	4	2.75	3.4	2	1.25	31	1.74	6
2	2	1	1	9	8	3.5	3.6	1.4	1	34	1.38	5
2	2	4	1	5	6	3.25	3.2	1.6	1	12	0.76	3
2	2	1	1	7	8	3.75	3.6	1.2	1.5	33	1.48	8
1	2	1	1	5	8	3	3.2	2.2	1.5	33	1.76	6
1	2	1	1	7	8	4	4	1	1.5	35	2	5
1	2	1	1	3	8	3.5	3.4	1.2	2.25	33	1.3	4
2	2	1	1	6	7	4	4	1	2	29	2.08	6
1	2	1	1	2	3	3.25	3	1.4	1	18	1.05	8
1	2	1	1	5	8	3	3.2	1.8	1.5	20	1.57	5
2	2	1	1	6	8	4	3.8	1	1.25	21	1.35	5
2	2	1	1	6	7	3	3	1	1.25	30	1.26	3
2	2	2	1	6	8	3	3	1	1	19	0.81	3
1	2	4	1	7	4	2.5	2.6	2.2	2	27	1.96	5
2	1	1	1	6	8	3.5	3.6	1.2	1	22	0.95	3
2	2	1	1	5	8	3	3	1.25	2	21	1.36	6
2	2	1	1	3	6	3.25	3.6	1.4	1.5	28	2.13	7
1	2	1	1	5	8	2.75	2.8	2	2	33	1.33	3
2	2	1	1	5	8	3.33	3.6	1.4	2	38	1.66	5
2	2	1	1	9	8	3.5	3.6	1	1.5	22	1.17	3
2	2	1	1	6	8	4	4	1	2.5	10	1.3	3
1	2	1	1	5	6	3.5	3	1.4	1.25	23	1.22	3
2	2	1	1	3	7	3.25	3	1.2	1.25	14	1.29	3
1	2	1	1	4	4	4	3.4	1.6	1	22	1.8	3
2	2	1	1	4	6	3	2.8	1.4	2.25	17	1.1	6
2	1	1	1	7	7	3.75	3.6	1	2.25	22	1.6	2
1	2	1	1	9	8	3.5	3	1.8	1.25	18	1.65	5
1	2	4	1	4	8	3	3	1.6	1.25	23	1.55	7
1	2	1	1	8	5	3.75	3.6	1	1.25	24	1.93	3
1	2	1	1	6	7	4	3.8	1	2	25	1.51	3
2	2	1	1	8	8	4	3.6	1	1	22	1.05	5
2	2	1	1	7	8	4	3.8	1	1	17	0.96	3
2	2	2	1	4	6	3.5	3.4	1.6	1.25	16	1.12	6
1	2	1	1	6	4	3.25	3	2	1.25	29	2.1	4
1	2	1	1	5	8	2.75	3.4	2.4	1.25	37	1.91	6
1	2	1	1	7	6	3.5	4	1	1	20	1.26	3
2	2	1	1	6	7	3.5	2.4	1	2.67	16	1.15	5
2	2	1	1	7	8	3.5	3	1.4	1	30	1.9	4
1	2	1	1	5	8	3.25	2.6	1.25	1	23	1.56	3
1	2	1	1	7	8	3.25	3.2	2	1	28	1.26	5
1	2	1	1	1	6	2.5	2.4	1.2	3.5	16	1.1	3
1	2	1	1	4	7	2.67	2.75	1.6	1.25	27	1.61	3
1	2	1	1	6	7	2	2	2.6	2.25	23	1.04	6
2	2	1	1	8	8	3	3.25	1.2	1.5	36	1.87	3
1	2	1	1	6	6	2.25	2.4	2	1.25	18	1.63	3
1	2	1	1	7	7	3.25	3.2	1	1	21	1.79	5
1	2	1	1	4	6	3	2.8	2	2.25	15	1.75	4
1	2	1	1	5	5	3.25	3	1.4	1	23	1.04	3
1	2	4	1	7	6	3.5	3	1.2	1.25	18	2.19	6
2	2	1	1	7	5	3.25	3.4	1.6	1.25	31	2.55	8
1	1	1	1	6	5	3.5	3.8	1.4	1.5	23	1.46	3
2	2	1	1	7	8	3.25	3.6	1.6	1.75	16	1.29	3
2	2	1	1	7	8	3	3	1.8	1	23	1.94	3
2	2	1	1	4	4	2	2	3.2	1	34	1.37	5
1	2	1	1	4	6	2.25	2.75	2	1	24	1.52	6
1	2	1	1	8	5	3.25	4	1.2	1.25	31	1.62	3
2	2	1	1	6	8	3.5	3.4	1	1.25	32	2.02	6
2	2	1	1	6	2	3.75	3.2	1.2	1.75	29	1.38	6
1	2	1	1	0	6	2.75	2.2	1.5	1.75	22	1.47	6
1	2	1	1	4	6	2.5	2.8	2.4	2	29	1.38	6
1	2	1	2	5	7	3.5	3.6	1.6	1.25	36	1.46	6
2	2	1	2	8	8	3.5	3.4	1.2	1	30	1.87	7
2	2	1	1	4	4	3.33	2.75	1.5	1	24	0.93	3
2	2	1	1	4	8	4	3.6	1	1	29	1.63	8
2	2	1	1	4	2	4	2.75	1.25	1.25	16	1.27	5
1	2	1	1	6	7	4	4	1.8	1.25	40	1.73	6
2	2	1	1	6	5	3.75	3.8	1.4	1.5	36	1.55	6
2	2	1	1	6	8	4	4	1.2	1.25	27	1.89	6
1	2	1	1	6	8	4	4	1	1	24	1.41	6
2	2	4	1	8	7	3	3.4	1.4	1.5	25	2.37	6
1	2	1	1	8	4	3	3.6	1	1.25	23	2.53	9
1	2	1	1	7	4	2	1.8	3	1	29	1.52	8
2	1	1	1	9	4	2.75	2.4	1.4	1	20	1.74	1
2	2	1	1	6	6	3.75	3.6	1	1.25	46	2.55	8
2	2	4	1	5	8	3.5	3.2	1	1.5	31	2.26	6
1	1	2	1	6	8	3.25	3.6	1	1.25	29	1.74	4
1	2	1	1	6	5	2	2.2	2	1	36	2.27	3
1	2	1	1	6	8	2.75	3	1.2	1.25	25	1.42	2
1	2	1	1	5	7	2	1.75	4	1.5	26	1.18	3
2	2	1	1	7	8	4	3.6	1.8	1	32	1.99	3
1	2	1	1	7	8	3.67	3.2	1	1.5	32	1.79	4
1	2	1	1	2	5	3.25	3	1.6	1.25	17	0.73	3
1	2	1	2	9	6	2.5	2	2.2	2.25	22	0.93	2
1	2	1	1	6	5	3.75	3.6	1.4	1	24	1.11	2
1	1	1	1	3	5	3	3	2	2	30	0.89	2
2	2	1	1	8	8	4	4	1	1	25	1.25	2
2	2	1	1	9	7	3.75	4	1.4	1.25	32	1.85	6
1	2	1	1	9	8	3.33	3	1	1.5	31	2.11	6
2	2	1	1	5	7	2	2.8	2	1.75	25	0.7	2
1	2	1	1	6	6	2	2.8	1.2	2.75	22	1.02	2
1	2	1	1	3	7	2.5	1.4	1.4	3.25	15	1.28	1
1	2	1	1	9	8	3.5	3.4	1	1.25	26	2.26	2
1	2	1	1	8	6	3.67	3	1	1.25	26	1.28	3
2	2	3	1	6	8	3.67	3	1.6	1.67	31	1.43	5
2	2	1	1	5	6	2.75	3	2.4	1.5	23	1.78	5
2	1	4	1	8	8	2.5	2	2	1.25	21	1.59	1
1	2	1	1	8	6	3.25	2.6	1.4	2	26	1.06	3
1	2	1	2	5	8	2.5	2.2	1.8	2	21	1.19	5
2	2	1	1	4	8	3.75	3.6	1.2	1	20	1.21	3
2	2	1	1	4	8	3.25	3.2	1	2.25	21	1.3	3
2	2	1	1	6	8	3	2.6	1.8	1	23	1.16	3
2	1	1	1	7	8	3.25	2.6	1.4	1	20	1.44	5
1	2	1	1	5	8	3	2.6	1.2	1	24	1.67	2
1	2	3	1	9	6	1.75	2.2	1	1.25	21	1.76	3
2	2	1	1	4	6	2.5	2	1	2	11	0.87	2
2	2	1	1	9	8	2	3.6	1.6	1	26	1.62	5
2	1	1	1	4	8	2.5	2.4	3.2	1.25	18	0.66	1
2	2	1	1	5	6	2.75	2.8	3.2	1	20	1.1	5
2	2	1	1	7	8	4	4	1	1	26	1.16	4
2	2	1	1	5	5	3.5	3.8	1.6	1.25	19	0.82	3
1	1	1	1	6	8	4	4	1	1	20	1.34	2
2	2	1	1	9	6	4	4	1	1	33	1.19	5
2	2	1	1	8	6	4	4	1	1	25	1.15	3
2	1	1	1	4	8	4	4	1	1	20	0.9	3
1	2	1	1	5	6	3.25	3.25	1.6	1.75	29	1.71	3
2	2	1	1	7	7	3	3.2	1.4	1.75	25	1.52	7
2	2	1	1	9	8	3.5	3.8	1.6	2.5	39	2.19	6
1	2	1	1	2	7	2.75	3.2	1.8	1.25	21	1.77	3
1	1	4	1	6	6	2.75	2.8	2	1	19	0.91	3
2	2	4	1	8	8	4	4	1	1	32	1.42	6
2	2	1	1	6	8	3.75	4	1.4	1	21	1.34	5
2	2	1	1	6	8	4	4	1	1.25	29	1.06	3
1	2	4	1	9	6	4	3.8	1.4	2	28	2.14	6
1	1	2	1	5	6	3.25	3.2	1.2	2.5	16	1.06	2
1	1	2	1	7	8	2	2	3.2	2	16	1.57	5
1	2	1	1	8	8	3	3	2.6	2	25	1.3	3
1	2	1	1	4	7	3.25	3.8	1.8	1.25	28	1.83	6
2	2	2	1	5	8	2.25	2.4	1.6	1.25	18	1.13	5
2	2	2	1	8	8	3	3.2	1	1.5	26	1.49	3
1	1	1	2	7	4	3.75	3.4	1.2	1.25	16	0.85	2
1	2	1	1	6	8	4	4	1	1	31	1.49	3
1	2	1	1	5	8	3.25	3.2	1.8	1.5	13	1.37	3
2	2	1	1	4	6	4	4	1	1.25	23	0.84	3
1	2	1	1	7	7	4	4	1.2	1.25	34	1.55	3
2	2	1	1	4	8	4	4	1.6	1.5	18	0.62	2
1	2	1	1	5	7	3	3	2	2	20	1.23	3
2	2	1	1	6	7	2.75	3	2.2	2	27	1.06	3
1	2	1	1	7	8	3	2.8	1.4	1.25	31	0.98	3
1	2	1	1	7	8	3.33	3.8	1	1.5	42	1.51	5
1	2	2	1	2	3	3.25	2.6	1	1.25	17	1.08	5
2	2	1	1	9	8	2.75	3.6	1	1.25	24	1.56	2
2	2	1	1	6	5	3.75	3.6	1.4	1	21	1.12	5
2	2	1	1	6	8	3.75	3.8	1	1	27	1.7	4
2	2	2	1	4	6	2.5	2.2	2.2	1	9	0.53	3
1	1	2	1	2	8	2	2.2	2	1	10	1.1	3
1	1	2	1	1	8	3.25	2.8	2	2	17	1.02	3
2	2	1	1	9	8	4	4	1	1	21	1.3	5
1	1	2	1	5	8	3.75	4	1.2	1	21	1.15	3
2	2	2	1	6	6	2.25	2	1.2	2.25	12	0.66	2
2	2	2	1	3	8	3.25	3	1.2	1	15	0.93	2
1	2	2	1	1	7	2	2.2	2.2	2.25	10	1.33	5
2	2	2	1	5	6	2	2.6	2	1.75	23	0.91	5
1	2	2	1	4	7	3	3	1.2	2.25	13	0.76	5
2	2	1	1	8	5	3	3.4	1.6	1.25	24	1.47	6
2	2	1	1	4	8	3.5	4	1	1.75	26	1.09	6
1	2	1	1	9	8	3	3.2	1.2	1.25	31	2.34	8
2	2	1	1	5	5	3.25	3.8	1.6	1.5	38	1.39	8
